call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
0,0,0,0.34,10,6,0.893,1
0,0,0,0.4,3,4,0.834,1
0,0,0,0.24,7,9,0.834,1
0,0,0,0.6,12,7,0.746,1
0,0,0,0.18,2,8,0.88,1
6,0,1,0.31,1,1,0.277,0
0,0,0,0.18,12,6,0.888,1
2,0,1,0.14,1,1,0.175,0
6,0,1,0.36,6,1,0.2,0
8,1,1,0.08,11,2,0.255,0
0,0,0,0.36,1,3,0.732,1
4,0,1,0.43,6,5,0.242,0
0,0,0,0.22,11,7,0.894,1
10,1,1,0.37,9,5,0.149,0
10,0,1,0.24,5,7,0.276,0
0,0,0,0.36,12,5,0.819,1
0,0,0,0.5,1,2,0.716,1
0,0,0,0.24,13,8,0.939,1
0,0,0,0.21,7,5,0.871,1
0,0,0,0.26,14,2,0.702,1
10,0,1,0.38,10,2,0.115,0
10,0,1,0.49,4,8,0.234,0
9,0,1,0.32,13,5,0.087,0
0,0,0,0.36,3,3,0.842,1
0,0,0,0.03,10,4,0.974,1
7,0,1,0.14,7,1,0.246,0
0,0,0,0.54,1,8,0.708,1
3,0,1,0.15,7,3,0.186,0
0,0,0,0.63,11,2,0.859,1
0,0,0,0.18,14,8,0.785,1
7,0,1,0.55,4,4,0.208,0
10,0,1,0.3,5,9,0.1,0
0,0,0,0.15,11,3,0.963,1
0,0,0,0.34,1,3,0.816,1
6,0,1,0.26,14,4,0.024,0
0,0,0,0.09,3,1,0.71,1
0,0,0,0.07,13,6,0.791,1
0,0,0,0.34,7,1,0.963,1
0,0,0,0.47,7,9,0.965,1
9,1,1,0.23,4,2,0.096,0
3,0,1,0.45,4,8,0.197,0
0,0,0,0.39,5,8,0.837,1
0,0,0,0.53,8,5,0.974,1
0,0,0,0.06,2,8,0.793,1
7,0,1,0.12,12,9,0.177,0
8,1,1,0.16,6,1,0.191,0
0,0,0,0.4,12,1,0.721,1
3,0,1,0.27,13,6,0.114,0
10,0,1,0.42,5,5,0.101,0
0,0,0,0.48,10,4,0.784,1
7,1,1,0.53,12,3,0.273,0
5,0,1,0.2,4,7,0.199,0
4,0,1,0.37,4,1,0.042,0
0,0,0,0.17,5,8,0.885,1
0,0,0,0.35,8,9,0.969,1
5,0,1,0.02,6,7,0.058,0
0,0,0,0.34,3,3,0.822,1
3,0,1,0.48,9,4,0.249,0
0,0,0,0.32,3,2,0.908,1
0,0,0,0.27,1,6,0.801,1
0,0,0,0.22,10,7,0.906,1
2,0,1,0.53,1,9,0.037,0
4,0,1,0.26,13,5,0.141,0
10,0,1,0.1,2,5,0.148,0
0,0,0,0.45,12,9,0.753,1
0,0,0,0.43,1,3,0.876,1
5,0,1,0.14,5,2,0.288,0
0,0,0,0.18,2,3,0.815,1
9,0,1,0.15,9,4,0.088,0
9,0,1,0.61,9,7,0.291,0
4,0,1,0.21,13,2,0.226,0
0,0,0,0.12,13,3,0.917,1
5,0,1,0.35,14,1,0.069,0
10,0,1,0.04,1,5,0.044,0
9,1,1,0.41,6,5,0.273,0
9,1,1,0.4,6,7,0.127,0
4,0,1,0.05,10,2,0.219,0
0,0,0,0.28,12,3,0.72,1
0,0,0,0.33,1,1,0.708,1
0,0,0,0.22,13,7,0.795,1
0,0,0,0.27,5,3,0.852,1
5,0,1,0.19,3,6,0.286,0
4,1,1,0.19,8,8,0.041,0
3,0,1,0.47,5,7,0.096,0
5,0,1,0.13,5,4,0.215,0
5,0,1,0.28,13,7,0.11,0
4,0,1,0.3,3,5,0.118,0
0,0,0,0.27,12,9,0.74,1
0,0,0,0.69,13,1,0.733,1
5,0,1,0.07,4,1,0.136,0
0,0,0,0.7,13,1,0.823,1
0,0,0,0.41,14,8,0.837,1
0,0,0,0.43,1,9,0.771,1
0,0,0,0.09,7,4,0.89,1
9,1,1,0.38,4,8,0.061,0
0,0,0,0.12,6,6,0.808,1
10,1,1,0.6,3,5,0.243,0
0,0,0,0.32,1,2,0.754,1
9,0,1,0.43,5,7,0.023,0
5,0,1,0.53,9,6,0.166,0
0,0,0,0.29,13,9,0.836,1
0,0,0,0.24,1,6,0.958,1
6,0,1,0.37,7,9,0.073,0
5,1,1,0.25,13,1,0.179,0
0,0,0,0.3,4,3,0.731,1
0,0,0,0.49,11,7,0.838,1
10,0,1,0.13,8,3,0.059,0
0,0,0,0.17,2,4,0.773,1
0,0,0,0.55,11,1,0.929,1
0,0,0,0.56,10,9,0.972,1
3,0,1,0.17,8,3,0.052,0
4,1,1,0.11,12,8,0.045,0
0,0,0,0.47,3,4,0.922,1
3,1,1,0.36,8,4,0.037,0
0,0,0,0.22,13,7,0.854,1
0,0,0,0.39,3,9,0.977,1
10,0,1,0.41,7,7,0.158,0
5,0,1,0.01,4,1,0.22,0
5,0,1,0.38,12,6,0.135,0
0,0,0,0.38,13,5,0.831,1
9,0,1,0.13,9,9,0.095,0
10,0,1,0.07,7,2,0.128,0
0,0,0,0.14,7,9,0.948,1
3,0,1,0.27,4,9,0.094,0
0,0,0,0.12,7,3,0.767,1
0,0,0,0.56,10,5,0.865,1
0,0,0,0.08,1,5,0.772,1
8,0,1,0.06,4,9,0.292,0
5,0,1,0.25,14,1,0.299,0
4,0,1,0.39,5,7,0.12,0
3,0,1,0.39,3,6,0.028,0
8,1,1,0.33,14,6,0.271,0
0,0,0,0.33,12,2,0.816,1
0,0,0,0.19,10,2,0.901,1
0,0,0,0.25,1,2,0.758,1
0,0,0,0.41,11,6,0.727,1
8,0,1,0.25,12,4,0.158,0
0,0,0,0.33,9,3,0.897,1
4,0,1,0.53,4,9,0.049,0
0,0,0,0.35,11,8,0.762,1
0,0,0,0.51,12,7,0.819,1
0,0,0,0.35,8,1,0.946,1
4,0,1,0.09,6,6,0.058,0
0,0,0,0.36,1,7,0.952,1
4,0,1,0.36,2,1,0.035,0
0,0,0,0.61,3,6,0.84,1
4,0,1,0.19,1,9,0.087,0
3,0,1,0.13,12,4,0.024,0
2,0,1,0.54,2,6,0.023,0
6,0,1,0.11,11,8,0.143,0
0,0,0,0.19,14,7,0.715,1
0,0,0,0.26,12,2,0.717,1
0,0,0,0.3,3,1,0.893,1
10,0,1,0.16,3,6,0.154,0
9,0,1,0.21,5,3,0.053,0
0,0,0,0.18,11,7,0.719,1
0,0,0,0.24,9,3,0.83,1
0,0,0,0.08,6,7,0.914,1
5,0,1,0.2,8,3,0.062,0
0,0,0,0.27,4,4,0.899,1
0,0,0,0.03,7,6,0.763,1
3,0,1,0.43,8,9,0.197,0
7,0,1,0.09,6,3,0.109,0
9,1,1,0.75,6,7,0.074,0
0,0,0,0.09,4,7,0.929,1
0,0,0,0.12,5,5,0.798,1
0,0,0,0.03,5,2,0.878,1
0,0,0,0.14,6,6,0.84,1
6,0,1,0.41,12,8,0.25,0
0,0,0,0.33,14,5,0.862,1
0,0,0,0.16,13,9,0.957,1
0,0,0,0.21,14,9,0.748,1
6,0,1,0.16,6,1,0.19,0
0,0,0,0.27,6,8,0.894,1
7,0,1,0.27,14,9,0.042,0
7,1,1,0.25,9,1,0.175,0
0,0,0,0.59,12,1,0.782,1
0,0,0,0.12,12,3,0.949,1
2,0,1,0.48,13,6,0.291,0
0,0,0,0.12,1,4,0.801,1
0,0,0,0.55,10,6,0.904,1
3,0,1,0.34,10,9,0.18,0
2,0,1,0.31,9,2,0.077,0
7,0,1,0.18,4,3,0.247,0
0,0,0,0.42,11,4,0.931,1
8,0,1,0.38,6,4,0.125,0
4,0,1,0.27,6,7,0.237,0
0,0,0,0.34,5,3,0.95,1
0,0,0,0.16,7,9,0.712,1
6,0,1,0.57,7,7,0.134,0
0,0,0,0.39,6,3,0.949,1
0,0,0,0.15,6,3,0.735,1
8,1,1,0.53,13,8,0.098,0
0,0,0,0.19,13,3,0.71,1
0,0,0,0.19,3,9,0.949,1
0,0,0,0.25,10,2,0.745,1
0,0,0,0.43,7,5,0.724,1
0,0,0,0.48,11,7,0.899,1
6,0,1,0.3,2,7,0.249,0
0,0,0,0.31,8,6,0.801,1
5,0,1,0.12,12,9,0.082,0
9,1,1,0.21,4,8,0.167,0
0,0,0,0.08,6,2,0.927,1
5,0,1,0.28,5,7,0.243,0
0,0,0,0.3,1,1,0.723,1
0,0,0,0.08,2,5,0.96,1
3,0,1,0.09,1,9,0.073,0
10,1,1,0.1,6,7,0.058,0
10,0,1,0.09,11,7,0.052,0
0,0,0,0.27,8,6,0.923,1
6,0,1,0.19,3,7,0.112,0
10,1,1,0.15,12,9,0.255,0
10,0,1,0.29,3,9,0.278,0
0,0,0,0.58,8,2,0.918,1
0,0,0,0.14,7,4,0.71,1
0,0,0,0.1,14,3,0.774,1
0,0,0,0.27,9,9,0.919,1
0,0,0,0.25,7,6,0.904,1
10,0,1,0.16,4,8,0.141,0
0,0,0,0.16,12,8,0.847,1
0,0,0,0.3,4,3,0.935,1
0,0,0,0.29,5,2,0.807,1
0,0,0,0.12,9,7,0.708,1
0,0,0,0.48,7,6,0.799,1
0,0,0,0.24,10,7,0.881,1
9,0,1,0.26,11,2,0.035,0
0,0,0,0.49,11,9,0.714,1
10,0,1,0.05,14,3,0.072,0
0,0,0,0.09,3,8,0.958,1
8,0,1,0.2,4,8,0.226,0
0,0,0,0.17,10,9,0.949,1
8,0,1,0.35,13,7,0.027,0
6,0,1,0.42,9,2,0.028,0
0,0,0,0.21,13,6,0.965,1
0,0,0,0.16,11,9,0.973,1
0,0,0,0.61,3,4,0.881,1
5,0,1,0.3,9,4,0.131,0
2,0,1,0.31,8,9,0.257,0
2,1,1,0.1,11,9,0.177,0
0,0,0,0.18,10,9,0.933,1
0,0,0,0.1,1,3,0.967,1
5,0,1,0.3,4,8,0.122,0
0,0,0,0.47,1,2,0.963,1
9,1,1,0.43,9,5,0.183,0
0,0,0,0.17,10,8,0.735,1
0,0,0,0.44,3,9,0.817,1
8,0,1,0.4,4,1,0.241,0
0,0,0,0.6,11,1,0.715,1
9,1,1,0.2,11,4,0.154,0
0,0,0,0.47,9,3,0.895,1
9,1,1,0.16,6,2,0.091,0
10,1,1,0.58,13,6,0.06,0
2,0,1,0.07,9,2,0.266,0
0,0,0,0.06,3,8,0.737,1
4,0,1,0.25,6,4,0.079,0
9,0,1,0.59,13,4,0.1,0
6,0,1,0.09,10,1,0.202,0
2,1,1,0.29,8,3,0.292,0
2,0,1,0.7,7,6,0.231,0
10,0,1,0.08,4,7,0.04,0
4,0,1,0.25,14,4,0.259,0
2,0,1,0.38,6,3,0.087,0
0,0,0,0.2,2,9,0.893,1
4,0,1,0.36,5,3,0.084,0
0,0,0,0.54,11,9,0.837,1
2,0,1,0.22,14,2,0.182,0
0,0,0,0.19,3,8,0.889,1
0,0,0,0.36,10,4,0.867,1
0,0,0,0.44,4,9,0.758,1
0,0,0,0.13,10,7,0.915,1
0,0,0,0.24,9,2,0.703,1
0,0,0,0.24,2,2,0.912,1
0,0,0,0.31,3,4,0.749,1
4,0,1,0.19,9,7,0.22,0
0,0,0,0.11,6,6,0.718,1
0,0,0,0.44,1,9,0.807,1
10,1,1,0.31,13,8,0.069,0
6,0,1,0.41,1,5,0.032,0
0,0,0,0.14,8,8,0.859,1
9,0,1,0.07,6,1,0.226,0
10,0,1,0.37,5,8,0.136,0
9,0,1,0.32,7,3,0.246,0
0,0,0,0.24,10,3,0.715,1
5,0,1,0.35,10,1,0.142,0
10,0,1,0.37,6,4,0.156,0
7,0,1,0.3,13,8,0.262,0
0,0,0,0.3,5,5,0.897,1
0,0,0,0.5,8,5,0.888,1
6,0,1,0.23,7,4,0.11,0
0,0,0,0.1,4,4,0.935,1
0,0,0,0.17,8,6,0.735,1
0,0,0,0.09,1,6,0.861,1
0,0,0,0.29,8,9,0.898,1
0,0,0,0.4,10,6,0.888,1
10,0,1,0.49,2,5,0.234,0
10,0,1,0.16,14,1,0.073,0
10,1,1,0.12,6,9,0.211,0
0,0,0,0.33,10,4,0.864,1
0,0,0,0.12,2,6,0.805,1
0,0,0,0.61,14,7,0.852,1
0,0,0,0.08,6,1,0.944,1
0,0,0,0.24,2,7,0.736,1
4,0,1,0.26,6,5,0.228,0
0,0,0,0.18,7,6,0.919,1
0,0,0,0.29,9,3,0.702,1
3,1,1,0.57,9,3,0.146,0
0,0,0,0.1,10,3,0.916,1
0,0,0,0.68,2,4,0.932,1
9,0,1,0.55,8,9,0.217,0
3,0,1,0.16,4,9,0.107,0
10,1,1,0.44,11,6,0.146,0
0,0,0,0.37,1,3,0.896,1
0,0,0,0.12,14,2,0.889,1
0,0,0,0.36,8,2,0.725,1
0,0,0,0.42,11,8,0.912,1
6,0,1,0.0,6,3,0.071,0
0,0,0,0.45,7,4,0.742,1
0,0,0,0.11,13,8,0.842,1
0,0,0,0.6,7,4,0.738,1
9,1,1,0.3,6,9,0.236,0
0,0,0,0.19,9,9,0.893,1
0,0,0,0.68,3,4,0.93,1
0,0,0,0.19,14,6,0.775,1
6,0,1,0.3,14,7,0.101,0
2,0,1,0.26,10,8,0.207,0
4,0,1,0.13,7,9,0.116,0
2,0,1,0.17,13,1,0.18,0
0,0,0,0.19,10,6,0.822,1
3,0,1,0.41,6,1,0.072,0
0,0,0,0.23,6,5,0.971,1
10,0,1,0.07,8,7,0.17,0
2,1,1,0.26,3,1,0.274,0
0,0,0,0.13,9,3,0.759,1
0,0,0,0.56,11,9,0.807,1
0,0,0,0.11,3,2,0.854,1
0,0,0,0.34,4,8,0.787,1
0,0,0,0.27,4,2,0.867,1
0,0,0,0.36,6,8,0.922,1
0,0,0,0.38,13,4,0.95,1
0,0,0,0.36,14,7,0.752,1
9,0,1,0.32,3,3,0.165,0
0,0,0,0.27,2,6,0.816,1
0,0,0,0.35,11,3,0.819,1
0,0,0,0.63,3,5,0.807,1
4,0,1,0.05,11,5,0.028,0
0,0,0,0.11,12,4,0.861,1
4,0,1,0.13,4,7,0.126,0
9,0,1,0.15,12,5,0.052,0
0,0,0,0.32,11,2,0.811,1
10,0,1,0.16,14,5,0.186,0
8,0,1,0.31,13,9,0.043,0
0,0,0,0.05,3,5,0.843,1
0,0,0,0.17,10,8,0.766,1
8,0,1,0.11,1,4,0.032,0
6,1,1,0.3,5,2,0.11,0
0,0,0,0.15,9,3,0.803,1
0,0,0,0.14,14,3,0.973,1
7,0,1,0.5,11,6,0.182,0
0,0,0,0.24,11,8,0.707,1
6,0,1,0.39,8,1,0.12,0
0,0,0,0.13,5,7,0.814,1
0,0,0,0.18,12,3,0.95,1
0,0,0,0.44,6,3,0.839,1
0,0,0,0.2,4,9,0.904,1
0,0,0,0.04,12,3,0.83,1
3,0,1,0.17,3,2,0.218,0
0,0,0,0.21,7,3,0.868,1
8,1,1,0.31,4,3,0.153,0
7,0,1,0.48,1,3,0.266,0
5,0,1,0.25,7,9,0.143,0
9,0,1,0.39,2,1,0.265,0
0,0,0,0.39,11,6,0.789,1
0,0,0,0.17,9,3,0.896,1
6,0,1,0.16,8,3,0.193,0
0,0,0,0.42,13,4,0.713,1
8,0,1,0.26,5,5,0.28,0
10,0,1,0.18,12,3,0.137,0
0,0,0,0.36,4,7,0.709,1
0,0,0,0.31,7,9,0.823,1
0,0,0,0.21,14,4,0.723,1
0,0,0,0.02,5,4,0.767,1
0,0,0,0.43,3,9,0.884,1
0,0,0,0.19,14,4,0.723,1
3,0,1,0.26,8,2,0.131,0
2,1,1,0.32,3,1,0.089,0
0,0,0,0.14,8,1,0.767,1
0,0,0,0.43,10,8,0.73,1
0,0,0,0.34,7,3,0.767,1
5,0,1,0.37,1,2,0.106,0
2,0,1,0.31,1,8,0.037,0
2,1,1,0.46,8,2,0.226,0
0,0,0,0.44,4,1,0.759,1
4,1,1,0.11,4,7,0.259,0
0,0,0,0.44,1,9,0.872,1
9,1,1,0.32,3,8,0.085,0
0,0,0,0.18,6,8,0.743,1
10,0,1,0.07,6,5,0.177,0
0,0,0,0.1,6,9,0.857,1
7,0,1,0.56,11,5,0.069,0
10,1,1,0.33,2,3,0.191,0
6,0,1,0.18,9,3,0.137,0
0,0,0,0.52,2,7,0.826,1
0,0,0,0.03,6,7,0.948,1
0,0,0,0.24,9,4,0.842,1
7,0,1,0.12,5,5,0.082,0
0,0,0,0.07,7,9,0.792,1
0,0,0,0.08,5,5,0.73,1
0,0,0,0.28,3,9,0.757,1
0,0,0,0.35,12,3,0.853,1
5,0,1,0.19,5,1,0.021,0
0,0,0,0.07,3,6,0.958,1
9,0,1,0.26,7,8,0.105,0
9,0,1,0.44,13,6,0.094,0
7,0,1,0.47,2,8,0.162,0
0,0,0,0.35,9,9,0.965,1
10,0,1,0.38,10,4,0.121,0
0,0,0,0.3,13,8,0.858,1
9,1,1,0.36,1,4,0.028,0
5,0,1,0.45,4,5,0.232,0
10,0,1,0.15,12,2,0.065,0
0,0,0,0.51,8,6,0.764,1
6,0,1,0.12,4,3,0.244,0
0,0,0,0.28,13,5,0.799,1
3,0,1,0.15,13,4,0.182,0
6,0,1,0.03,5,8,0.23,0
0,0,0,0.11,9,1,0.779,1
6,0,1,0.56,3,3,0.076,0
0,0,0,0.21,1,3,0.811,1
0,0,0,0.3,2,2,0.821,1
0,0,0,0.11,9,4,0.9,1
0,0,0,0.53,12,2,0.962,1
9,0,1,0.36,9,3,0.052,0
10,0,1,0.19,5,8,0.155,0
9,0,1,0.3,6,5,0.06,0
3,0,1,0.46,12,4,0.079,0
6,1,1,0.16,9,5,0.218,0
6,1,1,0.08,5,1,0.184,0
3,1,1,0.57,7,3,0.24,0
0,0,0,0.37,5,9,0.958,1
3,0,1,0.08,9,8,0.251,0
4,0,1,0.36,14,7,0.021,0
0,0,0,0.28,10,6,0.826,1
0,0,0,0.6,14,3,0.872,1
0,0,0,0.37,14,6,0.712,1
7,0,1,0.4,5,8,0.172,0
3,1,1,0.25,14,3,0.159,0
10,0,1,0.16,12,9,0.3,0
0,0,0,0.57,14,9,0.795,1
0,0,0,0.26,10,9,0.939,1
0,0,0,0.28,14,8,0.94,1
0,0,0,0.36,10,3,0.837,1
10,0,1,0.63,12,2,0.131,0
4,1,1,0.53,8,2,0.054,0
0,0,0,0.7,6,7,0.723,1
8,0,1,0.06,8,7,0.085,0
7,1,1,0.27,12,8,0.165,0
0,0,0,0.47,9,8,0.972,1
3,0,1,0.52,9,9,0.146,0
0,0,0,0.24,4,5,0.928,1
0,0,0,0.34,10,1,0.752,1
4,1,1,0.26,13,6,0.046,0
0,0,0,0.58,11,6,0.802,1
0,0,0,0.5,4,2,0.858,1
0,0,0,0.26,7,8,0.737,1
0,0,0,0.12,13,5,0.816,1
0,0,0,0.23,11,9,0.92,1
6,0,1,0.12,11,9,0.057,0
0,0,0,0.49,2,3,0.732,1
8,0,1,0.18,11,1,0.073,0
3,0,1,0.38,8,7,0.264,0
0,0,0,0.32,12,7,0.816,1
7,0,1,0.15,13,2,0.225,0
5,0,1,0.61,7,7,0.026,0
0,0,0,0.52,4,6,0.787,1
0,0,0,0.47,5,5,0.815,1
9,0,1,0.39,10,7,0.295,0
0,0,0,0.18,8,3,0.89,1
0,0,0,0.25,10,9,0.889,1
10,0,1,0.32,4,5,0.166,0
0,0,0,0.56,12,4,0.949,1
0,0,0,0.18,7,7,0.852,1
6,0,1,0.14,10,7,0.211,0
0,0,0,0.08,12,1,0.926,1
8,1,1,0.19,14,2,0.157,0
0,0,0,0.2,11,3,0.947,1
3,0,1,0.33,12,3,0.273,0
0,0,0,0.42,11,2,0.883,1
2,0,1,0.24,12,3,0.281,0
0,0,0,0.3,6,9,0.879,1
0,0,0,0.39,8,9,0.923,1
9,0,1,0.12,8,9,0.031,0
0,0,0,0.25,12,8,0.707,1
0,0,0,0.38,14,1,0.811,1
0,0,0,0.11,7,6,0.793,1
8,1,1,0.44,9,1,0.072,0
2,0,1,0.55,5,2,0.161,0
7,1,1,0.25,6,5,0.183,0
8,0,1,0.48,14,2,0.238,0
0,0,0,0.26,1,2,0.936,1
6,0,1,0.17,6,9,0.196,0
4,0,1,0.62,7,3,0.234,0
0,0,0,0.33,13,5,0.811,1
0,0,0,0.38,2,6,0.896,1
8,0,1,0.44,3,5,0.204,0
6,1,1,0.14,7,2,0.067,0
9,0,1,0.21,11,9,0.294,0
0,0,0,0.42,2,4,0.756,1
10,0,1,0.35,4,7,0.262,0
5,0,1,0.37,3,3,0.085,0
0,0,0,0.11,3,5,0.791,1
10,0,1,0.14,13,5,0.053,0
8,0,1,0.17,8,3,0.276,0
3,1,1,0.35,5,9,0.24,0
0,0,0,0.54,2,9,0.788,1
6,0,1,0.15,1,4,0.1,0
0,0,0,0.06,13,1,0.98,1
8,0,1,0.12,5,5,0.098,0
6,0,1,0.22,14,3,0.266,0
3,1,1,0.52,1,9,0.196,0
4,0,1,0.38,2,9,0.223,0
3,1,1,0.48,3,1,0.077,0
3,0,1,0.37,14,9,0.265,0
0,0,0,0.08,5,8,0.876,1
8,1,1,0.42,3,7,0.065,0
3,0,1,0.54,8,3,0.09,0
0,0,0,0.24,4,1,0.824,1
5,1,1,0.32,13,6,0.232,0
0,0,0,0.38,8,9,0.71,1
7,0,1,0.29,10,1,0.261,0
0,0,0,0.08,5,7,0.808,1
0,0,0,0.18,10,6,0.763,1
0,0,0,0.33,7,1,0.949,1
9,0,1,0.29,9,9,0.026,0
10,0,1,0.18,12,9,0.078,0
0,0,0,0.15,2,8,0.947,1
0,0,0,0.32,1,3,0.703,1
0,0,0,0.48,13,3,0.859,1
9,0,1,0.79,4,4,0.192,0
0,0,0,0.36,13,1,0.816,1
0,0,0,0.36,4,8,0.813,1
0,0,0,0.3,3,5,0.899,1
3,0,1,0.43,3,5,0.067,0
0,0,0,0.25,4,2,0.854,1
5,0,1,0.31,3,4,0.241,0
0,0,0,0.15,14,6,0.736,1
6,0,1,0.18,14,8,0.19,0
9,0,1,0.17,8,1,0.154,0
0,0,0,0.39,2,2,0.795,1
0,0,0,0.17,1,1,0.933,1
0,0,0,0.25,1,1,0.97,1
8,1,1,0.31,4,2,0.219,0
7,0,1,0.31,14,2,0.281,0
0,0,0,0.42,12,1,0.851,1
5,0,1,0.31,1,4,0.104,0
7,1,1,0.21,4,6,0.239,0
0,0,0,0.05,9,5,0.953,1
2,1,1,0.45,11,3,0.166,0
0,0,0,0.15,3,2,0.832,1
0,0,0,0.47,14,9,0.947,1
7,0,1,0.34,3,6,0.261,0
6,1,1,0.19,2,1,0.09,0
0,0,0,0.07,6,9,0.759,1
9,0,1,0.1,7,6,0.147,0
0,0,0,0.15,13,1,0.705,1
9,1,1,0.25,8,8,0.291,0
9,0,1,0.24,10,7,0.187,0
7,0,1,0.19,11,9,0.071,0
7,0,1,0.12,2,7,0.114,0
6,0,1,0.39,6,8,0.184,0
0,0,0,0.03,1,1,0.861,1
10,0,1,0.52,2,1,0.175,0
10,0,1,0.18,8,8,0.272,0
0,0,0,0.1,12,5,0.89,1
2,0,1,0.24,14,6,0.115,0
0,0,0,0.06,13,2,0.719,1
9,0,1,0.61,3,1,0.21,0
0,0,0,0.39,13,3,0.854,1
2,0,1,0.63,8,3,0.291,0
0,0,0,0.19,13,5,0.715,1
2,0,1,0.12,12,8,0.234,0
3,1,1,0.47,7,9,0.171,0
9,0,1,0.34,14,4,0.226,0
3,0,1,0.4,14,8,0.038,0
0,0,0,0.43,4,5,0.971,1
0,0,0,0.31,12,8,0.848,1
6,1,1,0.41,14,7,0.027,0
3,1,1,0.61,2,3,0.187,0
2,1,1,0.28,10,3,0.166,0
9,0,1,0.3,6,3,0.254,0
9,0,1,0.31,14,4,0.209,0
5,1,1,0.07,8,2,0.039,0
0,0,0,0.52,11,6,0.767,1
0,0,0,0.31,5,3,0.754,1
3,0,1,0.22,14,4,0.239,0
3,0,1,0.12,4,6,0.073,0
0,0,0,0.33,2,4,0.739,1
5,1,1,0.06,10,3,0.229,0
7,1,1,0.47,9,3,0.293,0
0,0,0,0.57,4,1,0.721,1
3,0,1,0.19,3,2,0.152,0
0,0,0,0.16,13,7,0.977,1
0,0,0,0.29,13,6,0.843,1
0,0,0,0.27,4,9,0.806,1
0,0,0,0.57,4,1,0.719,1
0,0,0,0.18,2,1,0.736,1
0,0,0,0.4,11,5,0.747,1
4,1,1,0.19,5,2,0.108,0
5,0,1,0.38,8,1,0.214,0
2,0,1,0.16,9,9,0.179,0
4,0,1,0.11,5,1,0.125,0
2,0,1,0.38,3,7,0.275,0
0,0,0,0.23,7,4,0.791,1
3,0,1,0.34,6,5,0.218,0
2,0,1,0.27,6,1,0.19,0
0,0,0,0.05,12,5,0.72,1
0,0,0,0.08,9,4,0.739,1
0,0,0,0.1,14,1,0.778,1
7,0,1,0.22,12,6,0.165,0
8,0,1,0.16,12,8,0.159,0
0,0,0,0.08,5,7,0.791,1
0,0,0,0.09,9,2,0.823,1
6,0,1,0.17,13,3,0.225,0
0,0,0,0.18,2,2,0.79,1
9,0,1,0.2,2,9,0.246,0
8,0,1,0.15,12,9,0.111,0
0,0,0,0.43,3,7,0.92,1
0,0,0,0.26,10,2,0.978,1
10,0,1,0.21,10,2,0.082,0
4,0,1,0.16,2,4,0.209,0
7,0,1,0.38,4,3,0.05,0
0,0,0,0.54,6,4,0.87,1
9,0,1,0.42,4,9,0.252,0
10,1,1,0.48,12,4,0.25,0
0,0,0,0.07,7,3,0.774,1
3,1,1,0.22,5,5,0.141,0
0,0,0,0.25,9,1,0.799,1
0,0,0,0.29,1,4,0.89,1
0,0,0,0.23,13,2,0.814,1
0,0,0,0.1,3,3,0.94,1
2,1,1,0.51,11,3,0.046,0
5,1,1,0.21,7,1,0.182,0
5,0,1,0.09,14,7,0.238,0
5,1,1,0.33,14,2,0.188,0
0,0,0,0.13,12,9,0.914,1
0,0,0,0.31,14,5,0.881,1
0,0,0,0.42,14,7,0.719,1
2,0,1,0.28,12,8,0.039,0
0,0,0,0.28,5,6,0.773,1
0,0,0,0.42,14,5,0.885,1
5,0,1,0.75,8,5,0.159,0
9,1,1,0.27,11,5,0.07,0
3,1,1,0.16,12,4,0.058,0
0,0,0,0.36,11,4,0.742,1
0,0,0,0.24,3,1,0.803,1
5,0,1,0.43,7,3,0.143,0
6,0,1,0.19,9,9,0.175,0
0,0,0,0.28,2,4,0.764,1
0,0,0,0.16,3,6,0.757,1
3,0,1,0.35,8,8,0.253,0
6,0,1,0.56,14,6,0.187,0
0,0,0,0.15,3,5,0.774,1
0,0,0,0.35,7,1,0.888,1
7,0,1,0.3,12,4,0.278,0
4,1,1,0.32,4,3,0.106,0
6,0,1,0.23,8,1,0.123,0
9,0,1,0.27,7,2,0.29,0
7,1,1,0.19,6,8,0.064,0
9,0,1,0.56,10,7,0.22,0
0,0,0,0.19,13,7,0.914,1
0,0,0,0.05,13,6,0.911,1
6,0,1,0.16,12,8,0.102,0
10,0,1,0.6,10,3,0.246,0
0,0,0,0.1,6,6,0.866,1
7,1,1,0.19,6,3,0.276,0
8,0,1,0.64,14,4,0.237,0
0,0,0,0.1,4,9,0.894,1
2,0,1,0.27,5,8,0.213,0
0,0,0,0.44,5,8,0.911,1
2,0,1,0.53,12,1,0.12,0
0,0,0,0.38,4,9,0.785,1
4,0,1,0.17,12,2,0.226,0
4,0,1,0.32,9,9,0.065,0
0,0,0,0.17,8,4,0.953,1
10,0,1,0.23,1,6,0.199,0
0,0,0,0.41,11,4,0.935,1
0,0,0,0.47,4,1,0.789,1
2,0,1,0.42,3,6,0.045,0
9,0,1,0.62,4,6,0.058,0
0,0,0,0.4,8,6,0.874,1
7,0,1,0.1,2,3,0.198,0
4,0,1,0.2,3,1,0.2,0
8,0,1,0.43,4,1,0.122,0
0,0,0,0.43,13,9,0.811,1
5,0,1,0.1,8,3,0.145,0
8,0,1,0.04,1,1,0.188,0
5,0,1,0.29,12,8,0.223,0
10,0,1,0.42,10,2,0.279,0
